,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
42,0DOgMeHlNponAEqczZoxX0,Perfume,Britney Jean (Deluxe Version),Britney Spears,2013-11-30,239973,53,0.39,0.452,0.557,0.0,0.125,-6.344,0.0521,79.34,4
43,29Srmzqyig5Tg5EitFXsb8,Radar,Blackout,Britney Spears,2007-10-25,229213,58,0.642,0.293,0.722,0.0,0.337,-4.845,0.167,127.959,4
44,0mRWl4amZn1FtRx2cE5jf3,SMS (Bangerz) (feat. Britney Spears),Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,169440,52,0.837,0.0188,0.914,0.000278,0.0969,-4.247,0.0511,139.029,4
45,1t2WQGj32glSJQLb6BsQrI,Britney Spears,Excuse Me,Allday,2022-10-06,194506,28,0.715,0.101,0.539,4.37e-06,0.133,-6.918,0.127,90.047,4
46,5Zvzva2gweeEU46XEeeFSa,(Drop Dead) Beautiful (feat. Sabi),Femme Fatale (Deluxe Version),Britney Spears,2011-03-28,216400,45,0.772,0.0414,0.768,0.0,0.0903,-4.52,0.0741,119.959,4
47,2w0GVsQiQ3C5xK07qLgGdn,Overprotected - Darkchild Remix Edit,Greatest Hits: My Prerogative,Britney Spears,2004,186893,36,0.734,0.0163,0.82,1.48e-05,0.16,-4.598,0.0924,96.035,4
48,44FAj28ivN0HJ0xVYwQ9nL,S&M Remix,S&M Remix,Rihanna,2011-01-01,257293,62,0.824,0.0506,0.806,0.0,0.0535,-3.438,0.0509,127.961,4
49,7bpvfjoneSQvW0tbtVm1Jk,"Ooh La La (from ""The Smurfs 2"")","Ooh La La (from ""The Smurfs 2"")",Britney Spears,2013-06-17,257493,51,0.69,0.0165,0.568,6.98e-06,0.111,-4.501,0.0525,128.059,4
50,66ZcOcouenzZEnzTJvoFmH,The Sweet Escape,The Sweet Escape,Gwen Stefani,2006-01-01,246466,75,0.756,0.191,0.77,0.0,0.178,-3.502,0.0343,119.961,4
51,0LzrhCZFXW94Y8nwtTuRlw,Hollaback Girl,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,199853,72,0.926,0.35,0.916,6.17e-06,0.0234,-2.221,0.0929,110.007,4
52,3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind,Scorpion,Eve,2001-01-01,230133,77,0.908,0.242,0.557,0.0,0.0709,-4.243,0.107,90.032,4
53,469RmLzEsicj8VSn9aIuKV,Cool,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,189333,58,0.709,0.0322,0.721,0.000309,0.355,-3.52,0.0281,112.019,4
54,3UQmoVQJqBYauTZLVPs3uo,Luxurious,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,264920,66,0.811,0.154,0.726,0.0,0.116,-3.995,0.0813,131.027,4
55,5M8goiFYynmNxhueYW6grR,Nobody But You (Duet with Gwen Stefani),Fully Loaded: God's Country,Blake Shelton,2019-12-13,194866,68,0.463,0.111,0.653,0.000136,0.172,-5.515,0.0273,143.912,4
56,7py80lGeFMciK4V1eENMS1,Hollaback Girl,Hollaback Girl,Gwen Stefani,2005-03-22,200760,46,0.925,0.387,0.918,8.64e-06,0.0271,-2.329,0.0938,110.037,4
57,7bZsx7Zif6FIhrcZrh0LVm,What You Waiting For?,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,221226,59,0.676,0.0509,0.948,8.19e-06,0.384,-2.557,0.0628,136.027,4
58,2Y2q7PkD7lvuWr8YaZfWuv,Rich Girl,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,236213,67,0.856,0.0294,0.754,1.49e-05,0.206,-2.728,0.0416,98.018,4
59,6LVzOLJkzG3C4hLNOdaBry,Happy Anywhere (feat. Gwen Stefani),Body Language,Blake Shelton,2021-05-21,171026,66,0.606,0.134,0.737,0.0,0.057,-5.745,0.0321,82.966,4
60,0iTFH86VTGbTdY1y6rL2DI,What You Waiting For?,Love Angel Music Baby - 15th Anniversary Edition,Gwen Stefani,2019-11-22,221226,46,0.675,0.0487,0.959,6.92e-06,0.513,-2.104,0.0704,136.042,4
61,64fSdRkaB7ksxI9suUGYmi,4 In The Morning,The Sweet Escape,Gwen Stefani,2006-01-01,291106,49,0.698,0.2,0.826,0.00013,0.114,-6.261,0.031,92.409,4
62,2bx879t8gUpxkQ0avl8xTf,Bubble Pop Electric,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,222360,63,0.566,0.000527,0.976,0.00265,0.114,-3.866,0.262,193.979,4
63,1GeECVH4Msg1zLm8DExkbH,Wind It Up,The Sweet Escape,Gwen Stefani,2006-01-01,189586,51,0.961,0.309,0.9,0.000199,0.354,-6.874,0.0678,120.006,4
64,6d3edMXJpns1A0zGKkmlGw,Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,TROLLS (Original Motion Picture Soundtrack),Trolls,2016-09-23,156493,64,0.706,0.00613,0.82,0.00186,0.0488,-4.469,0.0562,118.951,4
65,2986J0T5CGwJGY3aqgANtE,Hair Up,TROLLS (Original Motion Picture Soundtrack),Trolls,2016-09-23,178360,61,0.687,0.0106,0.58,7.65e-06,0.0935,-8.103,0.0483,150.055,4
66,7dhB1xznh2bbCWrFjCSH5x,Used To Love You,This Is What The Truth Feels Like,Gwen Stefani,2016-04-01,227680,40,0.623,0.0183,0.654,1.73e-06,0.398,-5.408,0.0674,96.017,4
67,5HEIpSQGYCs21keiq41vej,Luxurious,Love Angel Music Baby - 15th Anniversary Edition,Gwen Stefani,2019-11-22,264920,43,0.815,0.134,0.727,0.0,0.116,-3.989,0.0695,131.054,4
68,4uX7M3U4I1nsZ7SFM4XNCn,Kings Never Die,Southpaw (Music From And Inspired By The Motion Picture),Various Artists,2015-07-24,296133,61,0.771,0.0275,0.896,0.0,0.204,-5.289,0.129,112.505,3
69,0sXv5FYlceDroc78F0DrrF,The Sweet Escape,Throwback Summer,Various Artists,2023-05-24,246466,0,0.756,0.194,0.769,0.0,0.179,-3.502,0.0344,119.958,4
70,2WIxwn8LZRI7knO1VbwdaE,Make Me Like You,This Is What The Truth Feels Like,Gwen Stefani,2016-04-01,216946,48,0.741,0.0403,0.714,1.58e-05,0.127,-4.739,0.0476,118.036,4
71,1zZ9yk7CMCkJAGQFLJLY5K,Now That You Got It,Femme Power Pop Hits,Various Artists,2023-05-25,179933,0,0.779,0.0748,0.702,2.73e-06,0.148,-4.014,0.217,98.476,4
72,2fOxxLz9JVe53itq6pfBak,It's My Life,The Singles Collection,No Doubt,2003-01-01,225866,63,0.606,0.00264,0.75,0.000788,0.321,-4.535,0.0306,126.316,4
73,7HDLlU5FmQ3gijvtcXXBGG,Rich Girl,Love Angel Music Baby - 15th Anniversary Edition,Gwen Stefani,2019-11-22,236213,48,0.856,0.027,0.748,3.11e-05,0.184,-2.719,0.0425,98.02,4
74,3rDuacKAD360B2YKe2Xvg0,Rich Girl,Pride Classics,Various Artists,2023-05-29,236213,0,0.856,0.0292,0.746,1.53e-05,0.206,-2.728,0.042,98.018,4
75,7oIuSQBmwRbKYH1KGUzDAO,Cool,Love Angel Music Baby - 15th Anniversary Edition,Gwen Stefani,2019-11-22,189280,39,0.707,0.0372,0.734,0.000391,0.356,-3.279,0.0281,112.024,4
76,3FLPAAlQNb570TtFQ50RwR,Kings Never Die (feat. Gwen Stefani),Curtain Call 2,Eminem,2022-08-05,297013,57,0.778,0.0268,0.891,0.0,0.184,-5.319,0.126,112.441,3
77,4KSRikZmMElVS5QzIkgeFj,Gwen Everest,Ferric Oxide (Demos 1997 - 2001),Panchiko,2020-07-25,67125,51,0.509,0.726,0.291,3.2e-05,0.419,-9.705,0.0372,92.177,3
78,5L9mRSmbZqTaO3rMo7T4c2,Gwen Stefani,Gwen Stefani,A-Star,2023-04-06,230500,32,0.866,0.17,0.666,0.00199,0.0604,-8.789,0.175,126.986,4
79,0JMwb4AtBw2FdvzNaGzpMn,Hollaback Girl,Love Angel Music Baby - 15th Anniversary Edition,Gwen Stefani,2019-11-22,199906,41,0.919,0.344,0.917,5.54e-06,0.0243,-2.243,0.0972,110.029,4
80,1iHVwGKN7PKwIrj4X0erON,Early Winter,The Sweet Escape,Gwen Stefani,2006-01-01,284786,38,0.602,0.0957,0.805,0.0032,0.151,-5.933,0.0316,111.997,4
81,6eJBihAzTWRxvvjJWuRQXM,Go Ahead and Break My Heart (feat. Gwen Stefani),If I'm Honest,Blake Shelton,2016-05-20,263800,50,0.618,0.0714,0.731,5.05e-05,0.421,-5.181,0.0321,116.008,4
82,0ymJhXkz2lOige2zbloaYv,The Sweet Escape - Konvict Remix,The Sweet Escape (Konvict Remix),Gwen Stefani,2007-01-01,241906,48,0.84,0.0122,0.676,0.0,0.137,-6.953,0.0627,119.975,4
83,0D85y6hjCaHRjeB4VEXqPy,Light My Fire (feat. Gwen Stefani & Shenseea),Scorcha,Sean Paul,2022-05-27,202533,58,0.569,0.0108,0.805,0.0,0.0953,-4.619,0.257,178.079,4
84,6urCAbunOQI4bLhmGpX7iS,Don't Speak,Tragic Kingdom,No Doubt,1995-10-10,263560,79,0.52,0.247,0.709,1.78e-05,0.18,-7.125,0.0352,76.039,4
85,66K9hI904hDWzknBbemNwG,Gwen Stefani,NRG 105,Knucks,2019-06-10,182596,34,0.851,0.0338,0.52,0.000239,0.286,-7.686,0.197,107.631,4
86,6HJxf2Vnveoo5Hm7sZ7qOp,Crash,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,246613,40,0.785,0.0192,0.929,0.0,0.873,-1.635,0.0424,126.23,4
87,0otmDG441slQ7QYZUPgBcM,Together (feat. Gwen Stefani),Motion,Calvin Harris,2014-10-31,218440,46,0.731,0.145,0.869,0.000185,0.116,-2.634,0.0409,127.971,4
88,7FNxCPI5fT6s5O6ytg3cSm,Serious,Love Angel Music Baby - 15th Anniversary Edition,Gwen Stefani,2019-11-22,286760,26,0.789,0.126,0.826,1.57e-05,0.0355,-2.855,0.0371,109.592,4
89,2yBXFeBsYHXI9uqXewILuv,Used To Love You,This Is What The Truth Feels Like (Deluxe),Gwen Stefani,2016-03-18,227680,41,0.623,0.0183,0.654,1.7e-06,0.398,-5.408,0.0674,96.017,4
90,4DYUPSvdVwnpSQAPyv2yFD,Gwen Stefani,Gwen Stefani,Hyperclap,2020-03-20,124084,25,0.635,0.0214,0.762,0.758,0.371,-7.134,0.0424,126.098,4
91,24kFwqxM2kVLG0sPUchDYn,Now That You Got It,The Sweet Escape,Gwen Stefani,2006-01-01,179933,35,0.778,0.0741,0.702,2.71e-06,0.148,-4.014,0.217,98.498,4
92,1GGuz6FiDdy6uH545iwYHn,Physical (feat. Gwen Stefani) [Mark Ronson Remix] [Mixed],Club Future Nostalgia (DJ Mix),Dua Lipa,2020-08-28,159733,46,0.623,0.0174,0.781,0.0,0.568,-6.823,0.0496,94.035,4
93,7ocUM7mCCyNSGf3thd9w3e,What You Waiting For? - Live,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,221440,24,0.643,0.0595,0.82,0.0,0.226,-5.13,0.0504,136.035,4
94,1q9siR3OqGFnTeqFxwzN1S,The Sweet Escape,The Sweet Escape,Gwen Stefani,2006-01-01,246466,43,0.756,0.191,0.77,0.0,0.178,-3.502,0.0343,119.961,4
95,601fZrsuXVF0yxhCTaEKZf,Nobody But You (Duet with Gwen Stefani) - Acoustic,Nobody But You (Duet with Gwen Stefani) [Acoustic],Blake Shelton,2020-03-20,198413,38,0.545,0.383,0.599,0.0,0.232,-6.474,0.0249,143.921,4
96,3AIOGUttDrVfuAvP1kotP9,Make Me Like You,This Is What The Truth Feels Like (Deluxe),Gwen Stefani,2016-03-18,216946,42,0.741,0.0403,0.714,1.58e-05,0.127,-4.739,0.0476,118.035,4
97,4VsClQxmqKJndZnX6tNBi9,Glycerine (Live) [feat. Gwen Stefani],Glycerine (Live) [feat. Gwen Stefani],Bush,2012-12-13,278333,35,0.255,0.247,0.764,0.0,0.484,-2.494,0.059,114.899,4
98,2FD3oVMksB9tPIaowrx0zJ,Slow Clap,Slow Clap,Gwen Stefani,2021-03-11,150287,33,0.724,0.0167,0.607,0.0,0.101,-5.572,0.157,92.973,4
99,54QJagoxT2qhSppQNShdE7,Rare,This Is What The Truth Feels Like,Gwen Stefani,2016-04-01,234720,32,0.651,0.00149,0.785,4.82e-05,0.125,-5.4,0.0332,106.075,4
100,3C0nOe05EIt1390bVABLyN,On The Floor,Love?,Jennifer Lopez,2011-01-01,284866,81,0.73,0.105,0.777,0.000478,0.0691,-5.194,0.0496,130.0,4
101,20zQZVyUNPbq8kZACdgYrh,On The Floor,LOVE?,Jennifer Lopez,2011-01-01,284866,62,0.73,0.108,0.777,0.000467,0.069,-5.199,0.0479,130.0,4
102,5yaCquc7koPqtgj7v0lwHX,Waiting for Tonight,On The 6,Jennifer Lopez,1999-06-01,246426,67,0.695,0.00341,0.945,0.0727,0.103,-6.165,0.0418,125.013,4
103,6MLsahMK3VvH9NUwXOktdS,I'm Real (feat. Ja Rule) - Murder Remix,J.Lo,Jennifer Lopez,2001-01-23,262133,69,0.708,0.273,0.587,0.0,0.0718,-7.93,0.151,83.46,4
104,3kgutGd839IOYRl6ekeq6V,All I Have (feat. LL Cool J),This Is Me...Then,Jennifer Lopez,2002-11-19,254466,57,0.699,0.265,0.668,0.0,0.141,-5.305,0.106,83.074,4
105,0Oe49j06Bjrxs8PltuVeaW,On The Floor - Radio Edit,On The Floor,Jennifer Lopez,2011-01-01,230906,75,0.758,0.0848,0.686,0.00127,0.142,-6.346,0.0792,130.007,4
106,2hgzdQdnfWwtdpZbhZlV72,Ain't Your Mama,Ain't Your Mama,Jennifer Lopez,2016-04-07,218234,73,0.757,0.0472,0.678,9.14e-06,0.0654,-5.529,0.233,120.075,4
107,3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,On The 6,Jennifer Lopez,1999-06-01,266000,65,0.68,0.0645,0.625,5.81e-05,0.109,-7.0,0.0353,94.02,4
108,42nSaPdT6g3ZIMHmKLlP2p,Let's Get Loud,On The 6,Jennifer Lopez,1999-06-01,239400,70,0.82,0.135,0.937,0.000122,0.35,-4.81,0.0549,130.992,4
109,2xnoPV3NLescauc0ZJ1MDZ,Dance Again (feat. Pitbull),Dance Again...The Hits,Jennifer Lopez,2012-07-24,237266,69,0.792,0.0159,0.856,2.88e-06,0.0981,-5.236,0.067,127.988,4
110,1fgvJXlcZ7uIddMpqsqw0L,Love Don't Cost a Thing,J.Lo,Jennifer Lopez,2001-01-23,221226,70,0.786,0.00305,0.842,3.54e-06,0.473,-5.115,0.0707,97.577,4
111,4ZOyH6KjomjlqCz3oFqglr,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,2002-11-19,187840,63,0.844,0.00833,0.754,3.42e-06,0.0575,-5.46,0.207,100.002,4
112,0rLzyBecRbTpnBWvMtPVFR,Get Right,Rebirth,Jennifer Lopez,2005-03-01,225533,59,0.741,0.0218,0.759,0.0,0.628,-5.096,0.12,97.084,4
113,0PjqDT5SzI91kgzGnylyOd,On My Way (Marry Me),On My Way (Marry Me),Jennifer Lopez,2021-11-18,192571,53,0.591,0.119,0.334,0.0,0.123,-9.199,0.0295,127.068,4
114,0jiBVBJkLrlGLgrIVmd3VK,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jenny From The Block - The Remixes,Jennifer Lopez,2002-09-26,189764,59,0.84,0.00736,0.762,3.77e-06,0.0615,-5.454,0.226,99.987,4
115,1PCvKFPWnTXAe2oaReVUcr,We Are One (Ole Ola) [The Official 2014 FIFA World Cup Song] (feat. Jennifer Lopez & Claudia Leitte),Globalization,Pitbull,2014-11-21,222520,73,0.592,0.00879,0.935,0.0154,0.132,-4.317,0.0581,125.013,4
116,22mQXNE0nCuWq4yOwcadIn,Dinero,Dinero,Jennifer Lopez,2018-05-17,213750,57,0.721,0.41,0.881,7.61e-06,0.292,-2.528,0.342,127.759,4
117,5ahFyKndeg1hqfmNumL3WF,Ain't It Funny (feat. Ja Rule & Cadillac Tah) - Murder Remix,J To Tha L-O! The Remixes,Jennifer Lopez,2002-02-05,229800,62,0.781,0.364,0.746,0.0,0.098,-2.686,0.17,89.43,4
118,6dshconh2KBbGxVh7GtSTC,Booty,Booty,Jennifer Lopez,2014-09-23,209699,61,0.709,0.00296,0.949,0.00022,0.26,-4.155,0.0509,128.966,4
119,7fFCnttacpotkyhTOxKv14,Play,J.Lo,Jennifer Lopez,2001-01-23,211493,58,0.775,0.0303,0.729,0.00247,0.0361,-4.229,0.162,104.719,4
120,7yQPvSPQlOCCsqvltoN1uU,On The Floor - Radio Edit,Sommer Klassiker,Various Artists,2023-05-22,230920,2,0.754,0.089,0.681,0.00103,0.131,-6.332,0.0753,130.013,4
121,0UGv7OcObaERP9YWSTbNZQ,Love of My Life,Marry Me (Original Motion Picture Soundtrack),Jennifer Lopez,2022-02-04,192473,53,0.775,0.135,0.61,3.23e-06,0.0972,-8.327,0.0455,125.033,4
122,3GEYVFyvmf7eJMiYxRRjwW,On The Floor,Queer Dance Party 2023,Various Artists,2023-05-27,284866,0,0.73,0.106,0.775,0.000442,0.069,-5.198,0.0482,130.002,4
123,6w0hTf98ZNQm5GpfWeuoAk,Cambia el Paso,Cambia el Paso,Jennifer Lopez,2021-07-05,245755,59,0.839,0.0628,0.784,0.000159,0.0846,-5.208,0.0654,102.006,4
124,7DogGBT86sbjsNWQSIGLtB,Jennifer Lopez,Jalsa,Devi Sri Prasad,2008-02-28,258818,61,0.792,0.0784,0.916,8.64e-06,0.0435,-7.908,0.18,92.119,4
125,1AlvKwk3NBZ8lAt7GC6SiT,Feelin' So Good (feat. Big Pun & Fat Joe),On The 6,Jennifer Lopez,1999-06-01,326000,48,0.738,0.00437,0.84,0.00629,0.0807,-7.995,0.0606,107.755,4
126,2RMWA3mvD4nxBR1sGF7wRp,Follow The Leader,Líderes,Wisin & Yandel,2012-01-01,240320,63,0.804,0.0287,0.88,9.88e-05,0.301,-4.05,0.159,123.118,4
127,26Zco2DqGMnDIjOX0aIqER,"Feel The Light - From The ""Home"" Soundtrack","Feel The Light (From The ""Home"" Soundtrack)",Jennifer Lopez,2015-02-25,291546,52,0.469,0.327,0.596,0.00697,0.093,-5.981,0.0505,155.708,4
128,3STTVKfJGTdhbg5aLppEzX,On The Floor,LOVE? (Deluxe Edition),Jennifer Lopez,2011-01-01,284866,54,0.73,0.108,0.777,0.000467,0.069,-5.199,0.0479,130.0,4
129,2eqDUxbd0JPEhNrJdPlHLs,Adrenalina (feat. Jennifer Lopez & Ricky Martin),El Regreso del Sobreviviente (Deluxe Edition),Wisin,2014-03-18,235546,66,0.685,0.0856,0.944,0.0,0.0927,-2.793,0.145,124.987,4
130,6J8vBmsokURohC3UygqYOH,Ain't It Funny,J.Lo,Jennifer Lopez,2001-01-23,245360,59,0.711,0.0804,0.87,0.000306,0.138,-4.513,0.0484,99.843,4
