,id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
114,44XjoNvtwevktFKjvVe1vH,Andrea,Un Verano Sin Ti,Bad Bunny,2022-05-06,339611,81,0.797,0.762,0.616,0.000293,0.0979,-10.229,0.375,103.071,4
115,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,OASIS,J Balvin,2019-06-28,242573,88,0.754,0.152,0.646,1.85e-05,0.108,-5.795,0.317,176.089,4
116,26w9NTiE9NGjW1ZvIOd1So,BOOKER T,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,156430,77,0.883,0.114,0.6,7.94e-06,0.0931,-7.188,0.37,113.903,4
117,47EiUVwUp4C9fGccaPuUCS,DÁKITI,DÁKITI,Bad Bunny,2020-10-30,205090,82,0.731,0.401,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,4
118,0wihfILRNOwE2156Shezc8,Agosto,Un Verano Sin Ti,Bad Bunny,2022-05-06,139041,80,0.849,0.0929,0.584,6.18e-06,0.492,-8.195,0.115,115.018,4
119,4tYFy8ALRjIZvnvSLw5lxN,Party,Un Verano Sin Ti,Bad Bunny,2022-05-06,227628,84,0.829,0.0151,0.799,0.000543,0.242,-5.389,0.0897,97.013,4
120,2mnXxnrX5vCGolNkaFvVeM,La Jumpa,Sr. Santos,Arcángel,2022-12-01,255693,87,0.887,0.111,0.234,0.67,0.13,-14.52,0.178,140.02,4
121,41wtwzCZkXwpnakmwJ239F,Si Veo a Tu Mamá,YHLQMDLG,Bad Bunny,2020-02-29,170971,81,0.9,0.402,0.603,4.81e-06,0.134,-5.313,0.0646,129.928,4
122,41oY4WCTj5kccfesTVFnvN,Tarot,Un Verano Sin Ti,Bad Bunny,2022-05-06,237894,84,0.795,0.0225,0.684,0.0,0.658,-3.971,0.0419,114.011,4
123,5MxFWjuqQIsbNWbMdMdbli,La Jumpa,La Jumpa,Arcángel,2022-11-30,255693,87,0.713,0.298,0.703,0.0,0.321,-5.769,0.194,123.06,4
124,71wFwRo8xGc4lrcyKwsvba,Callaita,Un Verano Sin Ti,Bad Bunny,2022-05-06,250533,78,0.608,0.597,0.626,2.16e-06,0.25,-4.773,0.301,176.086,4
125,2tFwfmceQa1Y6nRPhYbEtC,CÓMO SE SIENTE - Remix,CÓMO SE SIENTE (Remix),Jhayco,2020-05-09,227520,80,0.807,0.0946,0.606,0.0,0.119,-8.871,0.088,92.988,4
126,0SqqAgdovOE24BzxIClpjw,Yo Perreo Sola,YHLQMDLG,Bad Bunny,2020-02-29,172127,77,0.86,0.021,0.758,6.54e-05,0.344,-5.16,0.0695,97.014,4
127,2TH65lNHgvLxCKXM3apjxI,Callaita,Callaita,Bad Bunny,2019-05-31,250533,79,0.61,0.6,0.624,2.12e-06,0.243,-4.773,0.309,176.169,4
128,28GCbKgjlVD9eDmasGbe0T,Me Fui de Vacaciones,Un Verano Sin Ti,Bad Bunny,2022-05-06,180929,79,0.714,0.229,0.645,0.00083,0.0942,-5.493,0.0514,85.046,4
129,6VrQTLzzuyGIYjUDe4kAZk,Un Coco,Un Verano Sin Ti,Bad Bunny,2022-05-06,196412,83,0.839,0.207,0.69,8.33e-06,0.176,-4.464,0.0615,151.991,4
130,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2023-02-24,193463,85,0.637,0.458,0.768,0.00192,0.378,-6.468,0.056,94.982,4
131,5DxXgozhkPLgrbKFY91w0c,Vete,Vete,Bad Bunny,2019-11-21,192024,77,0.886,0.0363,0.672,8.78e-06,0.101,-4.394,0.188,91.976,4
132,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,2021-10-05,207301,83,0.639,0.0889,0.703,1.78e-06,0.0865,-6.33,0.0794,169.888,4
133,69vlMrzHwATKzupwNcUPyK,La Santa,YHLQMDLG,Bad Bunny,2020-02-29,206420,83,0.744,0.0326,0.868,0.0,0.0822,-4.524,0.047,93.037,4
134,1797zYiX4cKosMH836X9Gt,La Corriente,Un Verano Sin Ti,Bad Bunny,2022-05-06,198367,82,0.663,0.229,0.786,0.0,0.219,-3.51,0.195,196.12,4
135,4j4w4CXm6BSr0s25wAWrrX,Bichiyal,YHLQMDLG,Bad Bunny,2020-02-29,196500,76,0.737,0.31,0.766,6.63e-06,0.114,-4.242,0.0458,93.956,4
136,0E0DRHf5PfMeor0ZCwB3oT,Otro Atardecer,Un Verano Sin Ti,Bad Bunny,2022-05-06,244444,82,0.777,0.59,0.595,0.00139,0.0669,-6.79,0.0375,108.02,4
137,3KJ3opyV29269SXkPrc19l,120,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,151506,77,0.636,0.451,0.656,7.97e-06,0.287,-5.542,0.0676,171.918,4
138,5kVZxyMY1gfdCLiChsfjn1,Yo No Soy Celoso,Un Verano Sin Ti,Bad Bunny,2022-05-06,230704,79,0.872,0.275,0.588,0.0,0.17,-6.276,0.0492,142.004,4
139,5CzixCxDkRXX9mScCmah8O,Un Ratito,Un Verano Sin Ti,Bad Bunny,2022-05-06,176936,81,0.787,0.305,0.546,4.55e-05,0.122,-7.094,0.0532,93.05,4
